Date,IT Dep.,CostElement,Country,Budget
1/9/2020,Data Management,Internal Labor,Germany,"4,023"
1/10/2020,Data Management,Internal Labor,Germany,"4,023"
1/11/2020,Data Management,Internal Labor,Germany,"4,023"
1/12/2020,Data Management,Internal Labor,Germany,"4,023"
1/1/2020,Data Management,Internal Labor,Spain,"4,023"
1/2/2020,Data Management,Internal Labor,Spain,"4,023"
1/3/2020,Data Management,Internal Labor,Spain,"4,023"
1/4/2020,Data Management,Internal Labor,Spain,"4,023"
1/5/2020,Data Management,Internal Labor,Spain,"4,023"
1/6/2020,Data Management,Internal Labor,Spain,"4,023"
1/7/2020,Data Management,Internal Labor,Spain,"4,023"
1/8/2020,Data Management,Internal Labor,Spain,"4,023"
1/9/2020,Data Management,Internal Labor,Spain,"4,023"
1/10/2020,Data Management,Internal Labor,Spain,"4,023"
1/11/2020,Data Management,Internal Labor,Spain,"4,023"
1/12/2020,Data Management,Internal Labor,Spain,"4,023"
1/1/2020,Development,Administrative,USA,"54,645"
1/2/2020,Development,Administrative,USA,"54,645"
1/3/2020,Development,Administrative,USA,"54,645"
1/4/2020,Development,Administrative,USA,"54,645"
1/5/2020,Development,Administrative,USA,"54,645"
1/6/2020,Development,Administrative,USA,"54,645"
1/7/2020,Development,Administrative,USA,"54,645"
1/8/2020,Development,Administrative,USA,"54,645"
1/9/2020,Development,Administrative,USA,"54,645"
1/10/2020,Development,Administrative,USA,"54,645"
1/11/2020,Development,Administrative,USA,"54,645"
1/12/2020,Development,Administrative,USA,"54,645"
1/3/2020,Development,External Labor,Spain,204
1/6/2020,Development,External Labor,Spain,204
1/9/2020,Development,External Labor,Spain,204
1/12/2020,Development,External Labor,Spain,204
1/1/2020,Development,External Labor,United Kingdom,787
1/2/2020,Development,External Labor,United Kingdom,787
1/3/2020,Development,External Labor,United Kingdom,787
1/4/2020,Development,External Labor,United Kingdom,787
1/5/2020,Development,External Labor,United Kingdom,787
1/6/2020,Development,External Labor,United Kingdom,787
1/7/2020,Development,External Labor,United Kingdom,787
1/8/2020,Development,External Labor,United Kingdom,"1,609"
1/9/2020,Development,External Labor,United Kingdom,821
1/10/2020,Development,External Labor,United Kingdom,821
1/11/2020,Development,External Labor,United Kingdom,821
1/12/2020,Development,External Labor,United Kingdom,821
1/1/2020,Development,External Labor,USA,"218,785"
1/2/2020,Development,External Labor,USA,"218,785"
1/3/2020,Development,External Labor,USA,"220,208"
1/4/2020,Development,External Labor,USA,"220,208"
1/5/2020,Development,External Labor,USA,"226,673"
1/6/2020,Development,External Labor,USA,"224,877"
1/7/2020,Development,External Labor,USA,"151,545"
1/8/2020,Development,External Labor,USA,"144,045"
1/9/2020,Development,External Labor,USA,"144,045"
1/10/2020,Development,External Labor,USA,"142,583"
1/11/2020,Development,External Labor,USA,"141,852"
1/12/2020,Development,External Labor,USA,"141,876"
1/1/2020,Development,Hardware,USA,"45,000"
1/1/2020,Development,Hardware Maintenance,USA,"5,013"
1/2/2020,Development,Hardware Maintenance,USA,"5,013"
1/3/2020,Development,Hardware Maintenance,USA,"5,013"
1/4/2020,Development,Hardware Maintenance,USA,"5,013"
1/5/2020,Development,Hardware Maintenance,USA,"5,013"
1/6/2020,Development,Hardware Maintenance,USA,"5,013"
1/7/2020,Development,Hardware Maintenance,USA,"5,013"
1/8/2020,Development,Hardware Maintenance,USA,"5,013"
1/9/2020,Development,Hardware Maintenance,USA,"5,013"
1/10/2020,Development,Hardware Maintenance,USA,"5,013"
1/11/2020,Development,Hardware Maintenance,USA,"5,013"
1/12/2020,Development,Hardware Maintenance,USA,"5,016"
1/1/2020,Development,Inbound Allocations,United Kingdom,111
1/2/2020,Development,Inbound Allocations,United Kingdom,111
1/3/2020,Development,Inbound Allocations,United Kingdom,111
1/4/2020,Development,Inbound Allocations,United Kingdom,111
1/5/2020,Development,Inbound Allocations,United Kingdom,111
1/6/2020,Development,Inbound Allocations,United Kingdom,111
1/7/2020,Development,Inbound Allocations,United Kingdom,111
1/8/2020,Development,Inbound Allocations,United Kingdom,111
1/9/2020,Development,Inbound Allocations,United Kingdom,111
1/10/2020,Development,Inbound Allocations,United Kingdom,111
1/11/2020,Development,Inbound Allocations,United Kingdom,111
1/12/2020,Development,Inbound Allocations,United Kingdom,111
1/1/2020,Development,Internal Labor,Belgium,"4,023"
1/2/2020,Development,Internal Labor,Belgium,"4,023"
1/3/2020,Development,Internal Labor,Belgium,"4,023"
1/4/2020,Development,Internal Labor,Belgium,"4,023"
1/5/2020,Development,Internal Labor,Belgium,"4,023"
1/6/2020,Development,Internal Labor,Belgium,"4,023"
1/7/2020,Development,Internal Labor,Belgium,"4,023"
1/8/2020,Development,Internal Labor,Belgium,"4,023"
1/9/2020,Development,Internal Labor,Belgium,"4,023"
1/10/2020,Development,Internal Labor,Belgium,"4,023"
1/11/2020,Development,Internal Labor,Belgium,"4,023"
1/12/2020,Development,Internal Labor,Belgium,"4,023"
1/1/2020,Development,Internal Labor,Spain,"3,657"
1/2/2020,Development,Internal Labor,Spain,"3,657"
1/3/2020,Development,Internal Labor,Spain,"3,657"
1/4/2020,Development,Internal Labor,Spain,"3,657"
1/5/2020,Development,Internal Labor,Spain,"3,657"
1/6/2020,Development,Internal Labor,Spain,"3,657"
1/7/2020,Development,Internal Labor,Spain,"3,657"
1/8/2020,Development,Internal Labor,Spain,837
1/9/2020,Development,Internal Labor,Spain,"3,657"
1/10/2020,Development,Internal Labor,Spain,"3,657"
1/11/2020,Development,Internal Labor,Spain,"3,657"
1/12/2020,Development,Internal Labor,Spain,"3,657"
1/1/2020,Development,Internal Labor,United Kingdom,"6,644"
1/2/2020,Development,Internal Labor,United Kingdom,"6,644"
1/3/2020,Development,Internal Labor,United Kingdom,"6,808"
1/4/2020,Development,Internal Labor,United Kingdom,"6,808"
1/5/2020,Development,Internal Labor,United Kingdom,"6,808"
1/6/2020,Development,Internal Labor,United Kingdom,"6,808"
1/7/2020,Development,Internal Labor,United Kingdom,"6,808"
1/8/2020,Development,Internal Labor,United Kingdom,"6,808"
1/9/2020,Development,Internal Labor,United Kingdom,"6,808"
1/10/2020,Development,Internal Labor,United Kingdom,"6,808"
1/11/2020,Development,Internal Labor,United Kingdom,"6,808"
1/12/2020,Development,Internal Labor,United Kingdom,"6,808"
1/1/2020,Development,Internal Labor,USA,"151,913"
1/2/2020,Development,Internal Labor,USA,"155,798"
1/3/2020,Development,Internal Labor,USA,"167,109"
1/4/2020,Development,Internal Labor,USA,"155,687"
1/5/2020,Development,Internal Labor,USA,"155,687"
1/6/2020,Development,Internal Labor,USA,"155,686"
1/7/2020,Development,Internal Labor,USA,"156,466"
1/8/2020,Development,Internal Labor,USA,"156,466"
1/9/2020,Development,Internal Labor,USA,"155,960"
1/10/2020,Development,Internal Labor,USA,"159,102"
1/11/2020,Development,Internal Labor,USA,"157,372"
1/12/2020,Development,Internal Labor,USA,"156,563"
1/3/2020,Development,Other,Spain,836
1/6/2020,Development,Other,Spain,836
1/9/2020,Development,Other,Spain,836
1/12/2020,Development,Other,Spain,836
1/1/2020,Development,Other,United Kingdom,243
1/2/2020,Development,Other,United Kingdom,243
1/3/2020,Development,Other,United Kingdom,243
1/4/2020,Development,Other,United Kingdom,243
1/5/2020,Development,Other,United Kingdom,243
1/6/2020,Development,Other,United Kingdom,243
1/7/2020,Development,Other,United Kingdom,243
1/8/2020,Development,Other,United Kingdom,243
1/9/2020,Development,Other,United Kingdom,243
1/10/2020,Development,Other,United Kingdom,243
1/11/2020,Development,Other,United Kingdom,243
1/12/2020,Development,Other,United Kingdom,243
1/1/2020,Development,Other,USA,"117,700"
1/2/2020,Development,Other,USA,"96,700"
1/3/2020,Development,Other,USA,"96,700"
1/4/2020,Development,Other,USA,"96,700"
1/5/2020,Development,Other,USA,"85,450"
1/6/2020,Development,Other,USA,"85,451"
1/7/2020,Development,Other,USA,"75,450"
1/8/2020,Development,Other,USA,"75,450"
1/9/2020,Development,Other,USA,"75,450"
1/10/2020,Development,Other,USA,"75,450"
1/11/2020,Development,Other,USA,"75,450"
1/12/2020,Development,Other,USA,"75,463"
1/1/2020,Development,Outbound Allocations,United Kingdom,"1,520"
1/2/2020,Development,Outbound Allocations,United Kingdom,"1,520"
1/3/2020,Development,Outbound Allocations,United Kingdom,"1,520"
1/4/2020,Development,Outbound Allocations,United Kingdom,"1,514"
1/5/2020,Development,Outbound Allocations,United Kingdom,"1,514"
1/6/2020,Development,Outbound Allocations,United Kingdom,"1,514"
1/7/2020,Development,Outbound Allocations,United Kingdom,"1,493"
1/8/2020,Development,Outbound Allocations,United Kingdom,"1,493"
1/9/2020,Development,Outbound Allocations,United Kingdom,"1,493"
1/10/2020,Development,Outbound Allocations,United Kingdom,"1,548"
1/11/2020,Development,Outbound Allocations,United Kingdom,"1,548"
1/12/2020,Development,Outbound Allocations,United Kingdom,"1,548"
1/1/2020,Development,Software,United Kingdom,101
1/2/2020,Development,Software,United Kingdom,101
1/3/2020,Development,Software,United Kingdom,101
1/4/2020,Development,Software,United Kingdom,101
1/5/2020,Development,Software,United Kingdom,101
1/6/2020,Development,Software,United Kingdom,101
1/7/2020,Development,Software,United Kingdom,101
1/8/2020,Development,Software,United Kingdom,101
1/9/2020,Development,Software,United Kingdom,101
1/10/2020,Development,Software,United Kingdom,101
1/11/2020,Development,Software,United Kingdom,101
1/12/2020,Development,Software,United Kingdom,101
1/1/2020,Development,Software,USA,"829,500"
1/4/2020,Development,Software,USA,"204,000"
1/1/2020,Development,Software Maintenance,USA,"9,825"
1/2/2020,Development,Software Maintenance,USA,"9,825"
1/3/2020,Development,Software Maintenance,USA,"9,825"
1/4/2020,Development,Software Maintenance,USA,"9,825"
1/5/2020,Development,Software Maintenance,USA,"9,825"
1/6/2020,Development,Software Maintenance,USA,"9,825"
1/7/2020,Development,Software Maintenance,USA,"9,825"
1/8/2020,Development,Software Maintenance,USA,"9,825"
1/9/2020,Development,Software Maintenance,USA,"9,825"
1/10/2020,Development,Software Maintenance,USA,"9,825"
1/11/2020,Development,Software Maintenance,USA,"9,825"
1/12/2020,Development,Software Maintenance,USA,"9,825"
1/1/2020,Development,Supplies,USA,775
1/2/2020,Development,Supplies,USA,775
1/3/2020,Development,Supplies,USA,775
1/4/2020,Development,Supplies,USA,775
1/5/2020,Development,Supplies,USA,775
1/6/2020,Development,Supplies,USA,775
1/7/2020,Development,Supplies,USA,775
1/8/2020,Development,Supplies,USA,775
1/9/2020,Development,Supplies,USA,775
1/10/2020,Development,Supplies,USA,775
1/11/2020,Development,Supplies,USA,775
1/12/2020,Development,Supplies,USA,775
1/3/2020,Development,Telecomm,Spain,41
1/6/2020,Development,Telecomm,Spain,41
1/9/2020,Development,Telecomm,Spain,41
1/12/2020,Development,Telecomm,Spain,41
1/1/2020,Development,Telecomm,United Kingdom,97
1/2/2020,Development,Telecomm,United Kingdom,97
1/3/2020,Development,Telecomm,United Kingdom,97
1/4/2020,Development,Telecomm,United Kingdom,97
1/5/2020,Development,Telecomm,United Kingdom,97
1/6/2020,Development,Telecomm,United Kingdom,97
1/7/2020,Development,Telecomm,United Kingdom,97
1/8/2020,Development,Telecomm,United Kingdom,97
1/9/2020,Development,Telecomm,United Kingdom,97
1/10/2020,Development,Telecomm,United Kingdom,97
1/11/2020,Development,Telecomm,United Kingdom,97
1/12/2020,Development,Telecomm,United Kingdom,97
1/3/2020,Development,Training,Spain,8
1/6/2020,Development,Training,Spain,8
1/9/2020,Development,Training,Spain,8
1/12/2020,Development,Training,Spain,8
1/1/2020,Development,Training,United Kingdom,365
1/2/2020,Development,Training,United Kingdom,365
1/3/2020,Development,Training,United Kingdom,365
1/4/2020,Development,Training,United Kingdom,365
1/5/2020,Development,Training,United Kingdom,365
1/6/2020,Development,Training,United Kingdom,365
1/7/2020,Development,Training,United Kingdom,365
1/8/2020,Development,Training,United Kingdom,365
1/9/2020,Development,Training,United Kingdom,365
1/10/2020,Development,Training,United Kingdom,365
1/11/2020,Development,Training,United Kingdom,365
1/12/2020,Development,Training,United Kingdom,365
1/1/2020,Development,Training,USA,"1,787"
1/2/2020,Development,Training,USA,"1,787"
1/3/2020,Development,Training,USA,"1,787"
1/4/2020,Development,Training,USA,"1,787"
1/5/2020,Development,Training,USA,"1,787"
1/6/2020,Development,Training,USA,"1,787"
1/7/2020,Development,Training,USA,"1,787"
1/8/2020,Development,Training,USA,"1,787"
1/9/2020,Development,Training,USA,"1,787"
1/10/2020,Development,Training,USA,"1,787"
1/11/2020,Development,Training,USA,"1,787"
1/12/2020,Development,Training,USA,"1,787"
1/3/2020,Development,Travel,Spain,"1,364"
1/6/2020,Development,Travel,Spain,"1,364"
1/9/2020,Development,Travel,Spain,"1,364"
1/12/2020,Development,Travel,Spain,"1,364"
1/1/2020,Development,Travel,United Kingdom,875
1/2/2020,Development,Travel,United Kingdom,875
1/3/2020,Development,Travel,United Kingdom,875
1/4/2020,Development,Travel,United Kingdom,875
1/5/2020,Development,Travel,United Kingdom,875
1/6/2020,Development,Travel,United Kingdom,875
1/7/2020,Development,Travel,United Kingdom,875
1/8/2020,Development,Travel,United Kingdom,875
1/9/2020,Development,Travel,United Kingdom,875
1/10/2020,Development,Travel,United Kingdom,875
1/11/2020,Development,Travel,United Kingdom,875
1/12/2020,Development,Travel,United Kingdom,875
1/1/2020,Distribution,Administrative,USA,"-82,127"
1/2/2020,Distribution,Administrative,USA,"-82,127"
1/3/2020,Distribution,Administrative,USA,"-82,127"
1/4/2020,Distribution,Administrative,USA,"-82,127"
1/5/2020,Distribution,Administrative,USA,"-82,127"
1/6/2020,Distribution,Administrative,USA,"-82,127"
1/7/2020,Distribution,Administrative,USA,"-82,127"
1/8/2020,Distribution,Administrative,USA,"-82,127"
1/9/2020,Distribution,Administrative,USA,"-82,127"
1/10/2020,Distribution,Administrative,USA,"-82,127"
1/11/2020,Distribution,Administrative,USA,"-82,127"
1/12/2020,Distribution,Administrative,USA,"-82,127"
1/4/2020,Distribution,Depreciation,USA,"5,000"
1/5/2020,Distribution,Depreciation,USA,"5,000"
1/6/2020,Distribution,Depreciation,USA,"5,000"
1/7/2020,Distribution,Depreciation,USA,"5,000"
1/8/2020,Distribution,Depreciation,USA,"5,000"
1/9/2020,Distribution,Depreciation,USA,"5,000"
1/10/2020,Distribution,Depreciation,USA,"5,000"
1/11/2020,Distribution,Depreciation,USA,"5,000"
1/12/2020,Distribution,Depreciation,USA,"5,000"
1/1/2020,Distribution,Employee Performance,USA,51
1/2/2020,Distribution,Employee Performance,USA,51
1/3/2020,Distribution,Employee Performance,USA,51
1/4/2020,Distribution,Employee Performance,USA,51
1/5/2020,Distribution,Employee Performance,USA,51
1/6/2020,Distribution,Employee Performance,USA,51
1/7/2020,Distribution,Employee Performance,USA,51
1/8/2020,Distribution,Employee Performance,USA,51
1/9/2020,Distribution,Employee Performance,USA,51
1/10/2020,Distribution,Employee Performance,USA,51
1/11/2020,Distribution,Employee Performance,USA,51
1/12/2020,Distribution,Employee Performance,USA,51
1/1/2020,Distribution,External Labor,Belgium,320
1/2/2020,Distribution,External Labor,Belgium,320
1/3/2020,Distribution,External Labor,Belgium,320
1/4/2020,Distribution,External Labor,Belgium,320
1/5/2020,Distribution,External Labor,Belgium,320
1/6/2020,Distribution,External Labor,Belgium,320
1/7/2020,Distribution,External Labor,Belgium,320
1/8/2020,Distribution,External Labor,Belgium,320
1/9/2020,Distribution,External Labor,Belgium,320
1/10/2020,Distribution,External Labor,Belgium,320
1/11/2020,Distribution,External Labor,Belgium,320
1/12/2020,Distribution,External Labor,Belgium,320
1/1/2020,Distribution,External Labor,Canada,"1,444"
1/2/2020,Distribution,External Labor,Canada,"1,023"
1/3/2020,Distribution,External Labor,Canada,"1,517"
1/4/2020,Distribution,External Labor,Canada,"1,561"
1/5/2020,Distribution,External Labor,Canada,"1,642"
1/6/2020,Distribution,External Labor,Canada,"1,727"
1/7/2020,Distribution,External Labor,Canada,"1,769"
1/8/2020,Distribution,External Labor,Canada,"1,777"
1/9/2020,Distribution,External Labor,Canada,"1,777"
1/10/2020,Distribution,External Labor,Canada,"1,777"
1/11/2020,Distribution,External Labor,Canada,"1,777"
1/12/2020,Distribution,External Labor,Canada,"1,777"
1/1/2020,Distribution,External Labor,France,"1,836"
1/2/2020,Distribution,External Labor,France,"1,836"
1/3/2020,Distribution,External Labor,France,"1,836"
1/4/2020,Distribution,External Labor,France,"1,836"
1/5/2020,Distribution,External Labor,France,"1,836"
1/6/2020,Distribution,External Labor,France,"1,836"
1/7/2020,Distribution,External Labor,France,"1,836"
1/8/2020,Distribution,External Labor,France,"1,836"
1/9/2020,Distribution,External Labor,France,"1,836"
1/10/2020,Distribution,External Labor,France,"1,836"
1/11/2020,Distribution,External Labor,France,"1,836"
1/12/2020,Distribution,External Labor,France,"1,836"
1/1/2020,Distribution,External Labor,Spain,612
1/2/2020,Distribution,External Labor,Spain,612
1/3/2020,Distribution,External Labor,Spain,612
1/4/2020,Distribution,External Labor,Spain,612
1/5/2020,Distribution,External Labor,Spain,612
1/6/2020,Distribution,External Labor,Spain,612
1/7/2020,Distribution,External Labor,Spain,612
1/8/2020,Distribution,External Labor,Spain,612
1/9/2020,Distribution,External Labor,Spain,612
1/10/2020,Distribution,External Labor,Spain,612
1/11/2020,Distribution,External Labor,Spain,612
1/12/2020,Distribution,External Labor,Spain,612
1/1/2020,Distribution,External Labor,United Kingdom,"2,025"
1/2/2020,Distribution,External Labor,United Kingdom,"2,025"
1/3/2020,Distribution,External Labor,United Kingdom,"2,025"
1/4/2020,Distribution,External Labor,United Kingdom,"2,025"
1/5/2020,Distribution,External Labor,United Kingdom,"2,025"
1/6/2020,Distribution,External Labor,United Kingdom,"2,025"
1/7/2020,Distribution,External Labor,United Kingdom,"2,025"
1/8/2020,Distribution,External Labor,United Kingdom,"2,025"
1/9/2020,Distribution,External Labor,United Kingdom,"2,025"
1/10/2020,Distribution,External Labor,United Kingdom,"2,025"
1/11/2020,Distribution,External Labor,United Kingdom,"2,025"
1/12/2020,Distribution,External Labor,United Kingdom,"2,025"
1/1/2020,Distribution,External Labor,USA,"20,486"
1/2/2020,Distribution,External Labor,USA,"20,486"
1/3/2020,Distribution,External Labor,USA,"20,486"
1/4/2020,Distribution,External Labor,USA,"20,486"
1/5/2020,Distribution,External Labor,USA,"20,486"
1/6/2020,Distribution,External Labor,USA,"20,486"
1/7/2020,Distribution,External Labor,USA,"20,486"
1/8/2020,Distribution,External Labor,USA,"20,486"
1/9/2020,Distribution,External Labor,USA,"20,486"
1/10/2020,Distribution,External Labor,USA,"20,486"
1/11/2020,Distribution,External Labor,USA,"20,486"
1/12/2020,Distribution,External Labor,USA,"20,486"
1/1/2020,Distribution,Hardware,Canada,103
1/2/2020,Distribution,Hardware,Canada,103
1/3/2020,Distribution,Hardware,Canada,103
1/4/2020,Distribution,Hardware,Canada,103
1/5/2020,Distribution,Hardware,Canada,103
1/6/2020,Distribution,Hardware,Canada,103
1/7/2020,Distribution,Hardware,Canada,103
1/8/2020,Distribution,Hardware,Canada,103
1/9/2020,Distribution,Hardware,Canada,103
1/10/2020,Distribution,Hardware,Canada,103
1/11/2020,Distribution,Hardware,Canada,103
1/12/2020,Distribution,Hardware,Canada,103
1/1/2020,Distribution,Hardware,Spain,272
1/2/2020,Distribution,Hardware,Spain,272
1/3/2020,Distribution,Hardware,Spain,272
1/4/2020,Distribution,Hardware,Spain,272
1/5/2020,Distribution,Hardware,Spain,272
1/6/2020,Distribution,Hardware,Spain,272
1/7/2020,Distribution,Hardware,Spain,272
1/8/2020,Distribution,Hardware,Spain,272
1/9/2020,Distribution,Hardware,Spain,272
1/10/2020,Distribution,Hardware,Spain,272
1/11/2020,Distribution,Hardware,Spain,272
1/12/2020,Distribution,Hardware,Spain,272
1/1/2020,Distribution,Internal Labor,Belgium,"7,183"
1/2/2020,Distribution,Internal Labor,Belgium,"7,183"
1/3/2020,Distribution,Internal Labor,Belgium,"7,183"
1/4/2020,Distribution,Internal Labor,Belgium,"7,183"
1/5/2020,Distribution,Internal Labor,Belgium,"7,183"
